Column Name,Description in Plain English,Logic / Formula,Source Table(s)
Seller Tier,"Tier classification of the seller's city (e.g., Tier 1, Tier 2, Tier 3) based on population or commerce ranking.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Tier""",analytics_insight.retail_b2c_ordernhm_bv
Delivery Tier,Tier classification of the delivery destination city.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Tier""",analytics_insight.retail_b2c_ordernhm_bv
Seller Zone,"Broad geographic zone (e.g., North, South, East, West) of the seller's location.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Zone""",analytics_insight.retail_b2c_ordernhm_bv
Delivery Zone,Broad geographic zone of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Zone""",analytics_insight.retail_b2c_ordernhm_bv
Delivery Type,"Classification of the delivery route (e.g., intra-city, inter-city, inter-state) based on seller and delivery locations.","analytics_insight.retail_b2c_ordernhm_bv.""Delivery Type""",analytics_insight.retail_b2c_ordernhm_bv
Order type,"Classification of the order's commerce type (e.g., B2C, social commerce).","analytics_insight.retail_b2c_ordernhm_bv.""Order type""",analytics_insight.retail_b2c_ordernhm_bv
Breach,"Binary flag (1 = TAT breached, 0 = within TAT) indicating whether the order violated its promised delivery deadline.","analytics_insight.retail_b2c_ordernhm_bv.""Breach""",analytics_insight.retail_b2c_ordernhm_bv
Inprocessnew(tat),Count of In Process orders (under a revised definition) that have already exceeded their promised TAT as of the current time.,"analytics_insight.retail_b2c_ordernhm_bv.""Inprocessnew(tat)""",analytics_insight.retail_b2c_ordernhm_bv
inprocess(tat),Count of In Process orders (original definition) that have already exceeded their promised TAT as of the current time.,"analytics_insight.retail_b2c_ordernhm_bv.""inprocess(tat)""",analytics_insight.retail_b2c_ordernhm_bv
Buyer cancelled(tat),Count of buyer-cancelled orders where the TAT had already been breached at the time of cancellation.,"analytics_insight.retail_b2c_ordernhm_bv.""Buyer cancelled(tat)""",analytics_insight.retail_b2c_ordernhm_bv
Logistics cancelled(tat),Count of logistics-cancelled orders where the TAT had already been breached at the time of cancellation.,"analytics_insight.retail_b2c_ordernhm_bv.""Logistics cancelled(tat)""",analytics_insight.retail_b2c_ordernhm_bv
attributed_to,"Party attributed responsibility for the cancellation (e.g., buyer, seller, logistics provider).","analytics_insight.retail_b2c_ordernhm_bv.""attributed_to""",analytics_insight.retail_b2c_ordernhm_bv
reason_for_cancellation,Free-text or coded reason describing why the order was cancelled.,"analytics_insight.retail_b2c_ordernhm_bv.""reason_for_cancellation""",analytics_insight.retail_b2c_ordernhm_bv
is_triggers_rto,Flag indicating whether this order triggered a Return To Origin (RTO) shipment back to the seller.,"analytics_insight.retail_b2c_ordernhm_bv.""is_triggers_rto""",analytics_insight.retail_b2c_ordernhm_bv
cancelled_by,"Entity that initiated the cancellation action — buyer, seller, or logistics service provider.","analytics_insight.retail_b2c_ordernhm_bv.""cancelled_by""",analytics_insight.retail_b2c_ordernhm_bv
whether_applicable_for_part_cancel,Flag indicating whether the order is eligible for partial cancellation under ONDC policy.,"analytics_insight.retail_b2c_ordernhm_bv.""whether_applicable_for_part_cancel""",analytics_insight.retail_b2c_ordernhm_bv
sorting,Auxiliary field used to control display sort order in dashboards or reports.,"analytics_insight.retail_b2c_ordernhm_bv.""sorting""",analytics_insight.retail_b2c_ordernhm_bv
Buyer Cancel,"Count indicator (1 if cancelled by buyer, else 0) for summing buyer-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Buyer Cancel""",analytics_insight.retail_b2c_ordernhm_bv
Seller Cancel,"Count indicator (1 if cancelled by seller, else 0) for summing seller-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Cancel""",analytics_insight.retail_b2c_ordernhm_bv
Logistics Cancel,"Count indicator (1 if cancelled by the logistics provider, else 0) for summing LSP-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Logistics Cancel""",analytics_insight.retail_b2c_ordernhm_bv
Cancelled att,"Attribution label for the cancellation, indicating which party (buyer, seller, logistics) is held responsible.","analytics_insight.retail_b2c_ordernhm_bv.""Cancelled att""",analytics_insight.retail_b2c_ordernhm_bv
In Process (Dt),Count indicator for orders that were in the In Process state on the record date.,"analytics_insight.retail_b2c_ordernhm_bv.""In Process (Dt)""",analytics_insight.retail_b2c_ordernhm_bv
delivered(tat),Count indicator for delivered orders that were fulfilled within the promised TAT.,"analytics_insight.retail_b2c_ordernhm_bv.""delivered(tat)""",analytics_insight.retail_b2c_ordernhm_bv
Social Cred Orders,Count indicator for orders placed via social commerce or social credibility channels on the ONDC network.,"analytics_insight.retail_b2c_ordernhm_bv.""Social Cred Orders""",analytics_insight.retail_b2c_ordernhm_bv
network_transaction_id,"Unique transaction identifier at the ONDC network level, linking all messages in an order lifecycle.","analytics_insight.retail_b2c_ordernhm_bv.""network_transaction_id""",analytics_insight.retail_b2c_ordernhm_bv
f_agent_assigned_at,Timestamp when a delivery agent was assigned to the order by the logistics service provider.,"analytics_insight.retail_b2c_ordernhm_bv.""f_agent_assigned_at""",analytics_insight.retail_b2c_ordernhm_bv
f_rto_initiated_at,Timestamp when the Return To Origin process was formally initiated for an undeliverable or rejected order.,"analytics_insight.retail_b2c_ordernhm_bv.""f_rto_initiated_at""",analytics_insight.retail_b2c_ordernhm_bv
f_rto_delivered_at,Timestamp when the returned shipment was successfully delivered back to the seller under RTO.,"analytics_insight.retail_b2c_ordernhm_bv.""f_rto_delivered_at""",analytics_insight.retail_b2c_ordernhm_bv
f_rto_requested_at,"Timestamp when an RTO was first requested, typically by the buyer or LSP before formal initiation.","analytics_insight.retail_b2c_ordernhm_bv.""f_rto_requested_at""",analytics_insight.retail_b2c_ordernhm_bv
"▼ retail_error_bv   (view, 28 cols)",,,analytics_insight.retail_error_bv
Created At,Timestamp when the error event was recorded in the ONDC network.,"analytics_insight.retail_error_bv.""Created At""",analytics_insight.retail_error_bv
Domain,"ONDC domain category under which the transaction occurred (e.g., retail, grocery, mobility).","analytics_insight.retail_error_bv.""Domain""",analytics_insight.retail_error_bv
Order Level,"Granularity level within the order at which the error occurred (e.g., item, fulfillment, order).","analytics_insight.retail_error_bv.""Order Level""",analytics_insight.retail_error_bv
Action,"ONDC API callback or request action that returned the error (e.g., on_select, on_confirm, init).","analytics_insight.retail_error_bv.""Action""",analytics_insight.retail_error_bv
Base_action,Parent or originating action that triggered the corresponding callback action carrying the error.,"analytics_insight.retail_error_bv.""Base_action""",analytics_insight.retail_error_bv
Bap ID,Unique network identifier of the Buyer Application Platform (buyer-side network participant) involved in the transaction.,"analytics_insight.retail_error_bv.""Bap ID""",analytics_insight.retail_error_bv
Buyer NP,Human-readable name of the buyer network participant resolved from the BAP ID dimension table.,"analytics_insight.retail_error_bv.""Buyer NP""",analytics_insight.retail_error_bv
Bpp ID,Unique network identifier of the Buyer-side Provider Platform (seller-side network participant) involved in the transaction.,"analytics_insight.retail_error_bv.""Bpp ID""",analytics_insight.retail_error_bv
Seller NP,Human-readable name of the seller network participant resolved from the BPP ID dimension table.,"analytics_insight.retail_error_bv.""Seller NP""",analytics_insight.retail_error_bv
BPP Title,"Dashboard display heading for seller NP drill-down analysis, showing BPP ID or 'OVERALL' when no specific seller NP is filtered.","analytics_insight.retail_error_bv.""BPP Title""",analytics_insight.retail_error_bv
BAP Title,"Dashboard display heading for buyer NP drill-down analysis, showing BAP ID or 'OVERALL' when no specific buyer NP is filtered.","analytics_insight.retail_error_bv.""BAP Title""",analytics_insight.retail_error_bv
BPP Subtitle,"Short display label combining BPP ID with a '(Seller NP)' suffix for chart subtitles, or 'Overall(Seller NP)' in aggregate views.","analytics_insight.retail_error_bv.""BPP Subtitle""",analytics_insight.retail_error_bv
BAP Subtitle,"Short display label combining BAP ID with a '(Buyer NP)' suffix for chart subtitles, or 'Overall(Buyer NP)' in aggregate views.","analytics_insight.retail_error_bv.""BAP Subtitle""",analytics_insight.retail_error_bv
Title for KPI,KPI card heading indicating the confirmation attempt date formatted as 'Attempt to Confirm on DD Mon YY'.,"analytics_insight.retail_error_bv.""Title for KPI""",analytics_insight.retail_error_bv
Provider ID,Unique identifier of the individual seller or provider catalog entity on the seller network participant's platform.,"analytics_insight.retail_error_bv.""Provider ID""",analytics_insight.retail_error_bv
Error Code,Standardised ONDC error code returned in the API response identifying the category of failure.,"analytics_insight.retail_error_bv.""Error Code""",analytics_insight.retail_error_bv
Message,Short human-readable error message mapped from the error code via the error code category dimension.,"analytics_insight.retail_error_bv.""Message""",analytics_insight.retail_error_bv
Error Description,Detailed explanation of the error code's business meaning sourced from the error code category dimension.,"analytics_insight.retail_error_bv.""Error Description""",analytics_insight.retail_error_bv
Count,Raw count of error occurrences for this action–error code–participant combination in the given time period.,"analytics_insight.retail_error_bv.""Count""",analytics_insight.retail_error_bv
Mcount,"Secondary error count, typically representing a deduplicated or merchant-scoped variant of the raw error count for cross-validation.","analytics_insight.retail_error_bv.""Mcount""",analytics_insight.retail_error_bv
on_select,Error count attributable to on_select callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_select""",analytics_insight.retail_error_bv
on_init,Error count attributable to on_init callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_init""",analytics_insight.retail_error_bv
on_confirm,Error count attributable to on_confirm callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_confirm""",analytics_insight.retail_error_bv
on_status,Error count attributable to on_status callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_status""",analytics_insight.retail_error_bv
on_cancel,Error count attributable to on_cancel callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_cancel""",analytics_insight.retail_error_bv
confirm,Error count attributable to confirm request actions; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""confirm""",analytics_insight.retail_error_bv
init,Error count attributable to init request actions; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""init""",analytics_insight.retail_error_bv
Total Errors,"Total error count for the row, equivalent to Count but null-safe (defaults to zero when Count is null).","analytics_insight.retail_error_bv.""Total Errors""",analytics_insight.retail_error_bv
"▼ retail_funnel_bv   (view, 64 cols)",,,analytics_insight.retail_funnel_bv
bpp_id,Unique identifier of the Seller Network Participant (BPP – Beckn Provider Platform) on the ONDC network.,"analytics_insight.retail_funnel_bv.""bpp_id""",analytics_insight.retail_funnel_bv
bap_id,Unique identifier of the Buyer Network Participant (BAP – Beckn Application Platform) on the ONDC network.,"analytics_insight.retail_funnel_bv.""bap_id""",analytics_insight.retail_funnel_bv
domain,"ONDC retail sub-domain or category (e.g., Grocery, F&B) to which the transaction belongs.","analytics_insight.retail_funnel_bv.""domain""",analytics_insight.retail_funnel_bv
transaction_id,Unique ONDC session ID linking all API calls (select → on_confirm) for a single buyer-seller interaction.,"analytics_insight.retail_funnel_bv.""transaction_id""",analytics_insight.retail_funnel_bv
provider_id,Identifier of the individual seller or store registered on the BPP platform.,"analytics_insight.retail_funnel_bv.""provider_id""",analytics_insight.retail_funnel_bv
order_status,"Final lifecycle status of the order (e.g., Delivered, Cancelled, In Process).","analytics_insight.retail_funnel_bv.""order_status""",analytics_insight.retail_funnel_bv
cancellation_type,"Category indicating who initiated cancellation and the stated reason (Buyer, Seller, Logistics, etc.).","analytics_insight.retail_funnel_bv.""cancellation_type""",analytics_insight.retail_funnel_bv
seller_pincode,Indian postal (PIN) code of the seller's fulfillment or warehouse location.,"analytics_insight.retail_funnel_bv.""seller_pincode""",analytics_insight.retail_funnel_bv
provider_name,Display name of the seller or store as registered on the BPP platform.,"analytics_insight.retail_funnel_bv.""provider_name""",analytics_insight.retail_funnel_bv
delivery_pincode,Indian postal (PIN) code of the buyer's delivery destination.,"analytics_insight.retail_funnel_bv.""delivery_pincode""",analytics_insight.retail_funnel_bv
