Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
Buyer NP,Name of the buyer-side Network Participant (the platform through which the buyer placed the order).,"analytics_insight.ordernhm_v2.""Buyer NP""",analytics_insight.ordernhm_v2,
Network order id,Unique identifier for the order shared across all participants on the ONDC network.,"analytics_insight.ordernhm_v2.""Network order id""",analytics_insight.ordernhm_v2,
provider key,"Surrogate key combining Seller NP and Provider Id (lowercased, underscore-joined) to uniquely identify a seller on a given platform.","analytics_insight.ordernhm_v2.""provider key""",analytics_insight.ordernhm_v2,
Provider Id,Unique identifier assigned to the seller or store by the ONDC network.,"analytics_insight.ordernhm_v2.""Provider Id""",analytics_insight.ordernhm_v2,
Seller Name,Display name of the seller or store fulfilling the order.,"analytics_insight.ordernhm_v2.""Seller Name""",analytics_insight.ordernhm_v2,
Seller Pincode,Indian postal code of the seller's pickup or warehouse location.,"analytics_insight.ordernhm_v2.""Seller Pincode""",analytics_insight.ordernhm_v2,
Delivery Pincode,Indian postal code of the buyer's delivery destination.,"analytics_insight.ordernhm_v2.""Delivery Pincode""",analytics_insight.ordernhm_v2,
cancellation_code,ONDC-standardised code identifying the reason category for order cancellation.,"analytics_insight.ordernhm_v2.""cancellation_code""",analytics_insight.ordernhm_v2,
Created at,Timestamp when the order was first placed and confirmed on the network.,"analytics_insight.ordernhm_v2.""Created at""",analytics_insight.ordernhm_v2,
Updated at,"Timestamp of the most recent order status change, typically the delivery or cancellation event.","analytics_insight.ordernhm_v2.""Updated at""",analytics_insight.ordernhm_v2,
Shipped at,Timestamp when the order was dispatched and handed over to logistics.,"analytics_insight.ordernhm_v2.""Shipped at""",analytics_insight.ordernhm_v2,
Ready to Ship,Timestamp when the seller marked the order as packed and ready for logistics pickup.,"analytics_insight.ordernhm_v2.""Ready to Ship""",analytics_insight.ordernhm_v2,
Promised time,Committed deadline by which the order was contractually expected to be delivered (TAT end timestamp).,"analytics_insight.ordernhm_v2.""Promised time""",analytics_insight.ordernhm_v2,
domain,"ONDC commerce vertical the order belongs to (e.g., retail, F&B, mobility).","analytics_insight.ordernhm_v2.""domain""",analytics_insight.ordernhm_v2,
on-time-del,"Binary flag (1 = on time, 0 = late) indicating whether the order was delivered within the promised TAT.","analytics_insight.ordernhm_v2.""on-time-del""",analytics_insight.ordernhm_v2,
tat_dif,"TAT breach indicator from the base table; positive value means actual delivery exceeded promised time, zero or negative means on-time or early.","analytics_insight.ordernhm_v2.""tat_dif""",analytics_insight.ordernhm_v2,
tat_diff_days,TAT breach from the base table expressed in calendar days; positive = days overdue.,"analytics_insight.ordernhm_v2.""tat_diff_days""",analytics_insight.ordernhm_v2,
day_diff,Number of calendar days elapsed between order creation and delivery.,"analytics_insight.ordernhm_v2.""day_diff""",analytics_insight.ordernhm_v2,
min_diff,Actual end-to-end delivery duration in minutes from order creation to delivery.,"analytics_insight.ordernhm_v2.""min_diff""",analytics_insight.ordernhm_v2,
tat_time,"Actual TAT in minutes from order readiness to final delivery, used to compute average fulfilment speed.","analytics_insight.ordernhm_v2.""tat_time""",analytics_insight.ordernhm_v2,
Category,"Product category of the order as defined on the ONDC network (e.g., F&B, Electronics, Fashion).","analytics_insight.ordernhm_v2.""Category""",analytics_insight.ordernhm_v2,
Consolidated_category,Broader aggregated category grouping multiple sub-categories for simplified reporting.,"analytics_insight.ordernhm_v2.""Consolidated_category""",analytics_insight.ordernhm_v2,
ONDC order_status,"Current lifecycle status of the order (e.g., Confirmed, In Process, Delivered, Cancelled, Part Delivered).","analytics_insight.ordernhm_v2.""ONDC order_status""",analytics_insight.ordernhm_v2,
no_key,Row-level count unit (1 per order row) used as the base additive measure for all order counts.,"analytics_insight.ordernhm_v2.""no_key""",analytics_insight.ordernhm_v2,
Confirmed,Count of confirmed orders; equals no_key because every row in this view represents a confirmed order.,"analytics_insight.ordernhm_v2.""Confirmed""",analytics_insight.ordernhm_v2,
Delivered,"Count flag set to no_key if order status is Delivered, else 0.","analytics_insight.ordernhm_v2.""Delivered""",analytics_insight.ordernhm_v2,
Cancelled,"Count flag set to no_key if order status is Cancelled, else 0.","analytics_insight.ordernhm_v2.""Cancelled""",analytics_insight.ordernhm_v2,
In Process,"Count flag set to no_key if order is actively in transit/processing, else 0.","analytics_insight.ordernhm_v2.""In Process""",analytics_insight.ordernhm_v2,
Part Delivered,"Count flag set to no_key if order status is Part Delivered (only a subset of items fulfilled), else 0.","analytics_insight.ordernhm_v2.""Part Delivered""",analytics_insight.ordernhm_v2,
SNP,Normalised Seller Network Participant name from a reference mapping table; defaults to 'Others' for unmapped NPs.,"analytics_insight.ordernhm_v2.""SNP""",analytics_insight.ordernhm_v2,
BNP,Normalised Buyer Network Participant name from a reference mapping table; defaults to 'Others' for unmapped NPs.,"analytics_insight.ordernhm_v2.""BNP""",analytics_insight.ordernhm_v2,
Cancellation code cal,"Binary flag (1 = cancellation code present, 0 = absent) indicating whether an ONDC cancellation reason code was captured.","analytics_insight.ordernhm_v2.""Cancellation code cal""",analytics_insight.ordernhm_v2,
Tat breach,TAT breach value with nulls coalesced to 0; positive value means the order was delivered late by that margin.,"analytics_insight.ordernhm_v2.""Tat breach""",analytics_insight.ordernhm_v2,
Delivered with TAT,"Count of delivered orders fulfilled within the promised TAT (no breach, tat_dif = 0).","analytics_insight.ordernhm_v2.""Delivered with TAT""",analytics_insight.ordernhm_v2,
Delivered beyond TAT,"Count of delivered orders fulfilled after the promised TAT (breach occurred, tat_dif > 0).","analytics_insight.ordernhm_v2.""Delivered beyond TAT""",analytics_insight.ordernhm_v2,
DBO,Count of delivered orders where the actual delivery timestamp was at or before the promised time (Delivered Before or On-time by raw timestamp comparison).,"analytics_insight.ordernhm_v2.""DBO""",analytics_insight.ordernhm_v2,
Breach (mins),"Signed difference in minutes between actual completion time and promised time; positive = late, negative = early; for In Process orders uses current time.","analytics_insight.ordernhm_v2.""Breach (mins)""",analytics_insight.ordernhm_v2,
Breach (hrs),"Same TAT breach duration expressed in hours; positive = late, negative = early.","analytics_insight.ordernhm_v2.""Breach (hrs)""",analytics_insight.ordernhm_v2,
Breach (days),"Same TAT breach duration expressed in calendar days; positive = late, negative = early.","analytics_insight.ordernhm_v2.""Breach (days)""",analytics_insight.ordernhm_v2,
Same Day,Count of delivered orders where delivery occurred on the same calendar day as order creation (day_diff = 0).,"analytics_insight.ordernhm_v2.""Same Day""",analytics_insight.ordernhm_v2,
Next Day,Count of delivered orders where delivery occurred exactly one calendar day after order creation.,"analytics_insight.ordernhm_v2.""Next Day""",analytics_insight.ordernhm_v2,
Day + 2,Count of delivered orders where delivery occurred exactly two calendar days after order creation.,"analytics_insight.ordernhm_v2.""Day + 2""",analytics_insight.ordernhm_v2,
More than 2 Days,Count of delivered orders where delivery took more than two calendar days from order creation.,"analytics_insight.ordernhm_v2.""More than 2 Days""",analytics_insight.ordernhm_v2,
On time deliveries,"On-time delivery flag coalesced from on-time-del (0 if null), used for aggregating on-time performance metrics.","analytics_insight.ordernhm_v2.""On time deliveries""",analytics_insight.ordernhm_v2,
Average TAT (in mins),"Actual TAT in minutes for delivered orders only (null for non-delivered), used to compute average fulfilment speed.","analytics_insight.ordernhm_v2.""Average TAT (in mins)""",analytics_insight.ordernhm_v2,
Avg Delivery (mins),Actual end-to-end delivery duration in minutes for delivered orders with a valid positive delivery time.,"analytics_insight.ordernhm_v2.""Avg Delivery (mins)""",analytics_insight.ordernhm_v2,
F&B mins diff,"Total time in minutes from order creation to delivery for F&B delivered orders, reflecting full hyperlocal fulfilment duration.","analytics_insight.ordernhm_v2.""F&B mins diff""",analytics_insight.ordernhm_v2,
Within 15 mins,Count of F&B delivered orders fulfilled within 15 minutes of order creation.,"analytics_insight.ordernhm_v2.""Within 15 mins""",analytics_insight.ordernhm_v2,
15 - 30 mins,Count of F&B delivered orders fulfilled between 15 and 30 minutes of order creation.,"analytics_insight.ordernhm_v2.""15 - 30 mins""",analytics_insight.ordernhm_v2,
30 - 45 mins,Count of F&B delivered orders fulfilled between 30 and 45 minutes of order creation.,"analytics_insight.ordernhm_v2.""30 - 45 mins""",analytics_insight.ordernhm_v2,
45 - 60 mins,Count of F&B delivered orders fulfilled between 45 and 60 minutes of order creation.,"analytics_insight.ordernhm_v2.""45 - 60 mins""",analytics_insight.ordernhm_v2,
60 - 120 mins,Count of F&B delivered orders fulfilled between 60 and 120 minutes of order creation.,"analytics_insight.ordernhm_v2.""60 - 120 mins""",analytics_insight.ordernhm_v2,
Above 120 mins,Count of F&B delivered orders that took more than 120 minutes from creation to delivery.,"analytics_insight.ordernhm_v2.""Above 120 mins""",analytics_insight.ordernhm_v2,
TAT < 5 mins,Count of orders with an actual TAT under 5 minutes (typically instant or hyperlocal deliveries).,"analytics_insight.ordernhm_v2.""TAT < 5 mins""",analytics_insight.ordernhm_v2,
TAT 5-15 mins,Count of orders with an actual TAT between 5 and 15 minutes.,"analytics_insight.ordernhm_v2.""TAT 5-15 mins""",analytics_insight.ordernhm_v2,
TAT 15-30 mins,Count of orders with an actual TAT between 15 and 30 minutes.,"analytics_insight.ordernhm_v2.""TAT 15-30 mins""",analytics_insight.ordernhm_v2,
TAT 30-60 mins,Count of orders with an actual TAT between 30 and 60 minutes.,"analytics_insight.ordernhm_v2.""TAT 30-60 mins""",analytics_insight.ordernhm_v2,
TAT > 60 mins,Count of orders with an actual TAT exceeding 60 minutes.,"analytics_insight.ordernhm_v2.""TAT > 60 mins""",analytics_insight.ordernhm_v2,
TAT 0-6 hrs,Count of orders with an actual TAT between 0 and 6 hours.,"analytics_insight.ordernhm_v2.""TAT 0-6 hrs""",analytics_insight.ordernhm_v2,
TAT 6-12 hrs,Count of orders with an actual TAT between 6 and 12 hours.,"analytics_insight.ordernhm_v2.""TAT 6-12 hrs""",analytics_insight.ordernhm_v2,
TAT 12-24 hrs,Count of orders with an actual TAT between 12 and 24 hours.,"analytics_insight.ordernhm_v2.""TAT 12-24 hrs""",analytics_insight.ordernhm_v2,
TAT 24-48 hrs,Count of orders with an actual TAT between 24 and 48 hours.,"analytics_insight.ordernhm_v2.""TAT 24-48 hrs""",analytics_insight.ordernhm_v2,
TAT >48 hrs,Count of orders with an actual TAT exceeding 48 hours.,"analytics_insight.ordernhm_v2.""TAT >48 hrs""",analytics_insight.ordernhm_v2,
TAT+1,Count of orders delivered exactly 1 day beyond the promised TAT deadline.,"analytics_insight.ordernhm_v2.""TAT+1""",analytics_insight.ordernhm_v2,
TAT + 2,Count of orders delivered exactly 2 days beyond the promised TAT deadline.,"analytics_insight.ordernhm_v2.""TAT + 2""",analytics_insight.ordernhm_v2,
TAT + 3,Count of orders delivered exactly 3 days beyond the promised TAT deadline.,"analytics_insight.ordernhm_v2.""TAT + 3""",analytics_insight.ordernhm_v2,
TAT + 4,Count of orders delivered exactly 4 days beyond the promised TAT deadline.,"analytics_insight.ordernhm_v2.""TAT + 4""",analytics_insight.ordernhm_v2,
TAT > 4,Count of orders delivered more than 4 days beyond the promised TAT deadline.,"analytics_insight.ordernhm_v2.""TAT > 4""",analytics_insight.ordernhm_v2,
TAT (Same day),Count of orders where the promised TAT deadline and actual delivery both fall on the same calendar day.,"analytics_insight.ordernhm_v2.""TAT (Same day)""",analytics_insight.ordernhm_v2,
Non F&B days diff,Calendar day difference from order creation to delivery for non-F&B delivered orders.,"analytics_insight.ordernhm_v2.""Non F&B days diff""",analytics_insight.ordernhm_v2,
Shipped mark,Binary flag (1/0) indicating whether the order was marked as shipped or dispatched by the seller.,"analytics_insight.ordernhm_v2.""Shipped mark""",analytics_insight.ordernhm_v2,
Seller State,"Indian state of the seller's location, derived from seller pincode.","analytics_insight.ordernhm_v2.""Seller State""",analytics_insight.ordernhm_v2,
Delivery State,"Indian state of the buyer's delivery address, derived from delivery pincode.","analytics_insight.ordernhm_v2.""Delivery State""",analytics_insight.ordernhm_v2,
Seller City,City of the seller's location.,"analytics_insight.ordernhm_v2.""Seller City""",analytics_insight.ordernhm_v2,
Delivery City,City of the buyer's delivery address.,"analytics_insight.ordernhm_v2.""Delivery City""",analytics_insight.ordernhm_v2,
Seller Tier,"Urbanisation tier of the seller's city (e.g., Tier 1, Tier 2, Tier 3) based on city size.","analytics_insight.ordernhm_v2.""Seller Tier""",analytics_insight.ordernhm_v2,
Delivery Tier,"Urbanisation tier of the delivery destination city (e.g., Tier 1, Tier 2, Tier 3).","analytics_insight.ordernhm_v2.""Delivery Tier""",analytics_insight.ordernhm_v2,
Seller Zone,"Geographic zone of the seller's location (e.g., North, South, East, West).","analytics_insight.ordernhm_v2.""Seller Zone""",analytics_insight.ordernhm_v2,
